identifiantCandidat,genre,nationalite,serie,mentionAuBac,redoublementTerminale,rangEnTerminale,age,annee
2017860,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,7,23.0,2017
2017861,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,21.0,2017
2017862,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,24.0,2017
2017863,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,19,23.0,2017
2017864,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,22.0,2017
2017865,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,21.0,2017
2017866,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,15,20.0,2017
2017867,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,21.0,2017
2017869,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,22.0,2017
2017870,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,21.0,2017
2017871,M,IVOIRIENNE,C,PASSABLE,NON,2,24.0,2017
2017872,F,IVOIRIENNE,D,PASSABLE,NON,3,22.0,2017
2017873,M,IVOIRIENNE,D,PASSABLE,OUI,19,21.0,2017
2017874,F,IVOIRIENNE,G2,PASSABLE,OUI,8,23.0,2017
2017875,F,IVOIRIENNE,F3,PASSABLE,NON,6,24.0,2017
2017876,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,22.0,2017
2017877,M,IVOIRIENNE,C,PASSABLE,OUI,1,22.0,2017
2017878,M,IVOIRIENNE,C,PASSABLE,NON,7,21.0,2017
2017879,M,IVOIRIENNE,F7,PASSABLE,NON,5,24.0,2017
2017881,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,21,21.0,2017
2017882,M,BURKINABE,C,PASSABLE,NON,14,24.0,2017
2017883,F,IVOIRIENNE,E,ASSEZ-BIEN,NON,1,23.0,2017
2017884,F,IVOIRIENNE,D,PASSABLE,NON,30,21.0,2017
2017885,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,16,21.0,2017
2017886,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,22.0,2017
2017887,M,IVOIRIENNE,C,PASSABLE,NON,9,22.0,2017
2017888,M,IVOIRIENNE,C,PASSABLE,NON,4,25.0,2017
2017889,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,3,22.0,2017
2017890,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,36,19.0,2017
2017891,F,IVOIRIENNE,C,PASSABLE,NON,9,20.0,2017
2017892,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2017
2017893,M,IVOIRIENNE,A2,PASSABLE,OUI,7,23.0,2017
2017894,M,IVOIRIENNE,C,PASSABLE,NON,13,20.0,2017
2017895,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,22,21.0,2017
2017896,F,IVOIRIENNE,D,BIEN,NON,4,21.0,2017
2017897,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,13,20.0,2017
2017898,M,IVOIRIENNE,C,PASSABLE,NON,2,22.0,2017
2017899,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,10,24.0,2017
2017900,M,IVOIRIENNE,D,PASSABLE,OUI,14,23.0,2017
2017901,F,IVOIRIENNE,A2,PASSABLE,NON,2,21.0,2017
2017902,M,IVOIRIENNE,D,PASSABLE,NON,18,22.0,2017
2017903,F,IVOIRIENNE,D,BIEN,NON,5,21.0,2017
2017904,M,IVOIRIENNE,D,PASSABLE,NON,12,21.0,2017
2017905,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,3,23.0,2017
2017906,F,IVOIRIENNE,D,PASSABLE,NON,11,20.0,2017
2017908,M,IVOIRIENNE,F1,PASSABLE,NON,6,21.0,2017
2017909,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,11,21.0,2017
2017910,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,16,21.0,2017
2017911,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,21.0,2017
2017912,M,IVOIRIENNE,D,PASSABLE,NON,31,25.0,2017
2017913,M,IVOIRIENNE,A1,BIEN,NON,1,21.0,2017
2017915,F,IVOIRIENNE,D,PASSABLE,OUI,4,23.0,2017
2017916,M,IVOIRIENNE,D,PASSABLE,NON,11,23.0,2017
2017917,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,24,21.0,2017
2017918,M,IVOIRIENNE,D,PASSABLE,NON,18,23.0,2017
2017919,F,IVOIRIENNE,A1,PASSABLE,NON,6,21.0,2017
2017920,M,IVOIRIENNE,A1,ASSEZ-BIEN,OUI,4,25.0,2017
2017921,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2017
2017922,M,IVOIRIENNE,C,PASSABLE,NON,1,22.0,2017
2017923,M,IVOIRIENNE,A2,PASSABLE,NON,8,24.0,2017
2017924,M,IVOIRIENNE,F3,PASSABLE,NON,13,20.0,2017
2017925,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2017
2017926,M,IVOIRIENNE,D,PASSABLE,OUI,4,25.0,2017
2017927,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,21.0,2017
2017928,M,IVOIRIENNE,D,PASSABLE,NON,14,24.0,2017
2017929,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,12,21.0,2017
2017930,F,IVOIRIENNE,D,BIEN,NON,6,22.0,2017
2017931,M,IVOIRIENNE,C,PASSABLE,NON,7,20.0,2017
2017932,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,32,21.0,2017
2017933,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2017
2017934,M,IVOIRIENNE,C,PASSABLE,NON,3,20.0,2017
2017935,M,IVOIRIENNE,C,PASSABLE,OUI,4,24.0,2017
2017936,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,15,24.0,2017
2017939,F,IVOIRIENNE,C,PASSABLE,NON,17,21.0,2017
2017940,F,IVOIRIENNE,D,PASSABLE,OUI,2,24.0,2017
2017941,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,22.0,2017
2017942,M,IVOIRIENNE,F4,PASSABLE,NON,2,21.0,2017
2017943,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,11,22.0,2017
2017944,M,IVOIRIENNE,BT COMPTABILITE ET COMMERCE,PASSABLE,NON,3,24.0,2017
2017945,M,IVOIRIENNE,D,PASSABLE,NON,5,24.0,2017
2017946,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,10,25.0,2017
2017947,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,21.0,2017
2017948,M,IVOIRIENNE,C,PASSABLE,NON,3,20.0,2017
2017949,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,24.0,2017
2017950,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,7,22.0,2017
2017951,M,IVOIRIENNE,D,PASSABLE,NON,17,26.0,2017
2017952,M,IVOIRIENNE,C,BIEN,NON,1,21.0,2017
2017953,M,IVOIRIENNE,D,PASSABLE,NON,3,22.0,2017
2017954,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,22.0,2017
2017955,M,IVOIRIENNE,C,PASSABLE,NON,8,21.0,2017
2017956,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,15.0,2017
2017957,F,IVOIRIENNE,D,PASSABLE,NON,6,20.0,2017
2017958,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,24.0,2017
2017959,F,IVOIRIENNE,D,PASSABLE,NON,5,23.0,2017
2017960,M,IVOIRIENNE,C,BIEN,NON,1,21.0,2017
2017961,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,23.0,2017
2017962,M,IVOIRIENNE,A2,PASSABLE,NON,1,23.0,2017
2017963,M,IVOIRIENNE,G2,PASSABLE,NON,1,22.0,2017
2017964,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,5,21.0,2017
2017965,M,IVOIRIENNE,D,BIEN,NON,3,23.0,2017
2017966,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,1,24.0,2017
2017968,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2017
2017970,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,29,22.0,2017
2017971,M,IVOIRIENNE,C,BIEN,NON,10,20.0,2017
2017972,F,IVOIRIENNE,D,PASSABLE,NON,11,21.0,2017
2017973,M,IVOIRIENNE,C,PASSABLE,NON,15,23.0,2017
2017974,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,23.0,2017
2017975,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,3,21.0,2017
2017976,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,29,21.0,2017
2017977,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,3,21.0,2017
2017978,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,23.0,2017
2017980,M,IVOIRIENNE,C,PASSABLE,NON,15,20.0,2017
2017981,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,22.0,2017
2017982,M,IVOIRIENNE,C,BIEN,OUI,1,20.0,2017
2017984,M,IVOIRIENNE,C,PASSABLE,NON,11,21.0,2017
2017985,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,22.0,2017
2017986,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2017
2017987,M,IVOIRIENNE,C,PASSABLE,NON,2,21.0,2017
2017988,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,21.0,2017
2017989,M,IVOIRIENNE,C,PASSABLE,NON,3,22.0,2017
2017990,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2017
2017991,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2017
2017992,F,IVOIRIENNE,C,PASSABLE,NON,15,21.0,2017
2017993,M,IVOIRIENNE,G2,PASSABLE,NON,8,22.0,2017
2017994,M,IVOIRIENNE,D,PASSABLE,NON,20,19.0,2017
2017995,M,IVOIRIENNE,F4,PASSABLE,NON,9,25.0,2017
2017996,M,IVOIRIENNE,D,BIEN,NON,2,20.0,2017
2017997,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,14,20.0,2017
2017998,M,IVOIRIENNE,A1,PASSABLE,NON,11,22.0,2017
2017999,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,22.0,2017
20171000,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,21.0,2017
20171001,M,IVOIRIENNE,D,BIEN,NON,1,22.0,2017
20171002,M,IVOIRIENNE,D,PASSABLE,OUI,16,24.0,2017
20171003,M,IVOIRIENNE,C,PASSABLE,NON,4,24.0,2017
20171004,F,IVOIRIENNE,D,PASSABLE,NON,29,21.0,2017
20171005,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,20.0,2017
20171006,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,22.0,2017
20171007,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,3,26.0,2017
20171008,M,IVOIRIENNE,A2,PASSABLE,NON,23,22.0,2017
20171009,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,21.0,2017
20171011,F,IVOIRIENNE,D,PASSABLE,OUI,3,22.0,2017
20171012,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,13,21.0,2017
20171013,F,IVOIRIENNE,D,BIEN,NON,6,20.0,2017
20171014,M,IVOIRIENNE,D,PASSABLE,NON,10,24.0,2017
20171015,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,2,21.0,2017
20171016,M,IVOIRIENNE,D,PASSABLE,NON,6,23.0,2017
20171017,M,IVOIRIENNE,F1,PASSABLE,NON,12,24.0,2017
20171018,F,IVOIRIENNE,C,PASSABLE,NON,9,19.0,2017
20171019,F,IVOIRIENNE,F2,PASSABLE,NON,10,22.0,2017
20171020,F,IVOIRIENNE,D,BIEN,NON,2,21.0,2017
20171021,M,IVOIRIENNE,C,PASSABLE,NON,6,22.0,2017
20171022,M,IVOIRIENNE,D,PASSABLE,OUI,1,23.0,2017
20171023,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,20.0,2017
20171024,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,22.0,2017
20171025,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,15,21.0,2017
20171026,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,24.0,2017
20171027,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,20.0,2017
20171028,M,IVOIRIENNE,A2,PASSABLE,NON,3,22.0,2017
20171029,M,IVOIRIENNE,D,PASSABLE,NON,14,20.0,2017
20171030,M,IVOIRIENNE,C,BIEN,NON,2,21.0,2017
20171031,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,3,21.0,2017
20171032,M,IVOIRIENNE,F3,PASSABLE,NON,5,22.0,2017
20171033,F,IVOIRIENNE,A1,ASSEZ-BIEN,OUI,3,23.0,2017
20171034,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,19.0,2017
20171035,F,IVOIRIENNE,F4,ASSEZ-BIEN,NON,4,24.0,2017
20171036,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,21.0,2017
20171037,M,IVOIRIENNE,C,PASSABLE,NON,3,21.0,2017
20171038,M,IVOIRIENNE,D,BIEN,NON,2,22.0,2017
20171039,M,IVOIRIENNE,D,BIEN,NON,1,22.0,2017
20171040,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,22.0,2017
20171042,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,22.0,2017
20171043,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,1,24.0,2017
20171044,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,21.0,2017
20171045,M,IVOIRIENNE,D,PASSABLE,NON,1,20.0,2017
20171046,M,IVOIRIENNE,C,PASSABLE,NON,9,21.0,2017
20171047,F,IVOIRIENNE,D,BIEN,NON,5,21.0,2017
20171048,F,IVOIRIENNE,C,PASSABLE,NON,6,20.0,2017
20171049,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,20.0,2017
20171050,M,IVOIRIENNE,F3,BIEN,NON,1,22.0,2017
20171051,F,IVOIRIENNE,A2,PASSABLE,NON,1,21.0,2017
20171052,F,IVOIRIENNE,D,BIEN,NON,2,21.0,2017
20171053,F,IVOIRIENNE,D,PASSABLE,NON,3,22.0,2017
20171054,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,21.0,2017
20171055,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,23.0,2017
20171056,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,20,22.0,2017
20171057,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,26.0,2017
20171058,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2017
20171059,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,10,23.0,2017
20171060,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,26.0,2017
20171062,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,7,21.0,2017
20171063,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,22.0,2017
20171064,M,IVOIRIENNE,D,PASSABLE,NON,2,20.0,2017
20171065,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,24.0,2017
20171066,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,21.0,2017
20171067,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,21.0,2017
20171068,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,21,22.0,2017
20171070,M,IVOIRIENNE,D,PASSABLE,NON,2,23.0,2017
20171071,F,IVOIRIENNE,C,PASSABLE,NON,4,22.0,2017
20171072,M,IVOIRIENNE,C,PASSABLE,NON,4,24.0,2017
20171073,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,21.0,2017
20171074,M,IVOIRIENNE,F2,PASSABLE,OUI,8,24.0,2017
20171075,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,2,22.0,2017
20171076,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,20.0,2017
20171077,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,22.0,2017
20171078,M,IVOIRIENNE,D,BIEN,NON,1,26.0,2017
20171079,F,IVOIRIENNE,D,PASSABLE,OUI,3,25.0,2017
20171080,M,IVOIRIENNE,C,PASSABLE,NON,5,24.0,2017
20171081,M,IVOIRIENNE,D,PASSABLE,NON,4,22.0,2017
20171082,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,21.0,2017
20171083,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,2,21.0,2017
20171084,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,22.0,2017
20171085,M,IVOIRIENNE,C,PASSABLE,NON,5,21.0,2017
20171086,F,IVOIRIENNE,D,BIEN,NON,1,21.0,2017
20171087,F,IVOIRIENNE,D,PASSABLE,OUI,9,23.0,2017
20171088,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,5,21.0,2017
20171089,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2017
20171090,M,IVOIRIENNE,A2,PASSABLE,NON,1,23.0,2017
20171091,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,24.0,2017
20171092,F,IVOIRIENNE,D,PASSABLE,NON,24,22.0,2017
20171093,M,IVOIRIENNE,D,PASSABLE,OUI,11,24.0,2017
20171094,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,23.0,2017
20171095,F,IVOIRIENNE,D,BIEN,NON,6,21.0,2017
20171096,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,22.0,2017
20171097,F,IVOIRIENNE,D,PASSABLE,NON,25,22.0,2017
20171098,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,4,22.0,2017
20171099,F,IVOIRIENNE,C,PASSABLE,NON,6,23.0,2017
20171100,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,22.0,2017
20171101,M,IVOIRIENNE,C,BIEN,NON,1,20.0,2017
20171102,M,IVOIRIENNE,F7,ASSEZ-BIEN,NON,2,21.0,2017
20171103,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,20.0,2017
20171104,M,IVOIRIENNE,A2,PASSABLE,NON,17,21.0,2017
20171105,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,23.0,2017
20171106,M,IVOIRIENNE,A1,BIEN,NON,8,21.0,2017
20171108,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,21.0,2017
20171109,F,IVOIRIENNE,D,PASSABLE,NON,12,21.0,2017
20171110,M,IVOIRIENNE,D,PASSABLE,NON,5,21.0,2017
20171111,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2017
20171112,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,23.0,2017
20171113,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2017
20171114,F,IVOIRIENNE,A1,PASSABLE,NON,7,21.0,2017
20171115,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,13,20.0,2017
20171116,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,11,21.0,2017
20171117,M,IVOIRIENNE,C,PASSABLE,NON,5,21.0,2017
20171118,F,IVOIRIENNE,D,BIEN,NON,1,21.0,2017
20171119,M,IVOIRIENNE,D,PASSABLE,NON,1,22.0,2017
20171120,M,IVOIRIENNE,C,PASSABLE,NON,7,23.0,2017
20171121,M,IVOIRIENNE,D,PASSABLE,NON,1,22.0,2017
20171122,M,IVOIRIENNE,C,PASSABLE,NON,7,21.0,2017
20171123,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,21.0,2017
20171124,M,IVOIRIENNE,C,PASSABLE,NON,8,22.0,2017
20171125,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,20.0,2017
20171127,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,21.0,2017
20171128,M,IVOIRIENNE,A1,PASSABLE,NON,3,22.0,2017
20171129,M,IVOIRIENNE,G2,ASSEZ-BIEN,OUI,4,23.0,2017
20171130,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,11,20.0,2017
20171131,M,IVOIRIENNE,BT MAINTENANCE ELECTROMECANIQUE,PASSABLE,NON,27,23.0,2017
20171132,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,24.0,2017
20171133,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,21.0,2017
20171134,M,IVOIRIENNE,A2,PASSABLE,NON,2,23.0,2017
20171135,F,IVOIRIENNE,D,BIEN,OUI,7,23.0,2017
20171136,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2017
20171137,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,23.0,2017
20171138,M,IVOIRIENNE,C,BIEN,NON,19,21.0,2017
20171139,M,IVOIRIENNE,D,PASSABLE,NON,18,21.0,2017
20171140,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,23.0,2017
20171141,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2017
20171142,F,IVOIRIENNE,A2,PASSABLE,NON,5,22.0,2017
20171143,M,IVOIRIENNE,D,PASSABLE,NON,16,22.0,2017
20171144,M,IVOIRIENNE,D,PASSABLE,OUI,1,25.0,2017
20171145,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,7,24.0,2017
20171146,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,9,23.0,2017
20171147,F,IVOIRIENNE,D,TRES BIEN,NON,1,21.0,2017
20171148,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,11,23.0,2017
20171149,M,IVOIRIENNE,D,BIEN,NON,8,21.0,2017
20171150,M,IVOIRIENNE,D,PASSABLE,NON,5,21.0,2017
20171151,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,22.0,2017
20171152,F,IVOIRIENNE,F1,PASSABLE,NON,15,22.0,2017
20171153,M,IVOIRIENNE,A1,PASSABLE,NON,3,25.0,2017
20171154,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,3,22.0,2017
20171155,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,11,24.0,2017
20171156,M,IVOIRIENNE,C,PASSABLE,NON,6,22.0,2017
20171157,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,21.0,2017
20171158,F,IVOIRIENNE,D,BIEN,NON,1,21.0,2017
20171159,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,21.0,2017
20171160,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,22.0,2017
20171161,M,IVOIRIENNE,D,PASSABLE,OUI,2,22.0,2017
20171162,M,IVOIRIENNE,D,PASSABLE,NON,17,21.0,2017
20171163,M,IVOIRIENNE,A1,BIEN,NON,3,20.0,2017
20171164,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,9,21.0,2017
20171165,F,IVOIRIENNE,A2,PASSABLE,NON,5,20.0,2017
20171166,F,IVOIRIENNE,C,PASSABLE,NON,9,21.0,2017
20171167,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,28,23.0,2017
20171168,F,IVOIRIENNE,A2,PASSABLE,NON,7,21.0,2017
20171169,M,IVOIRIENNE,A2,PASSABLE,NON,2,24.0,2017
20171170,M,IVOIRIENNE,C,PASSABLE,NON,14,20.0,2017
20171171,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,22.0,2017
20171172,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,14,21.0,2017
20171173,M,IVOIRIENNE,D,PASSABLE,NON,4,25.0,2017
20171174,F,IVOIRIENNE,D,PASSABLE,NON,30,23.0,2017
20171175,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,25.0,2017
20171176,M,IVOIRIENNE,D,BIEN,NON,2,21.0,2017
20171177,M,IVOIRIENNE,F1,PASSABLE,OUI,4,24.0,2017
20171178,M,IVOIRIENNE,C,PASSABLE,NON,28,23.0,2017
20171180,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2017
20171181,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,22.0,2017
20171182,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,21.0,2017
20171183,M,IVOIRIENNE,D,PASSABLE,OUI,8,26.0,2017
20171184,M,IVOIRIENNE,D,PASSABLE,NON,14,24.0,2017
20171185,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,19,21.0,2017
20171186,M,IVOIRIENNE,D,BIEN,OUI,1,22.0,2017
20171187,M,IVOIRIENNE,A1,BIEN,NON,1,21.0,2017
20171188,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,19,21.0,2017
20171189,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,21.0,2017
20171190,M,IVOIRIENNE,C,PASSABLE,NON,15,21.0,2017
20171191,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,27,24.0,2017
20171192,M,IVOIRIENNE,D,PASSABLE,NON,5,23.0,2017
20171193,F,IVOIRIENNE,D,BIEN,NON,1,22.0,2017
20171194,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,23.0,2017
20171195,M,IVOIRIENNE,C,BIEN,NON,7,21.0,2017
20171196,F,IVOIRIENNE,A1,PASSABLE,NON,6,23.0,2017
20171197,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,15,22.0,2017
20171199,F,IVOIRIENNE,D,PASSABLE,NON,42,21.0,2017
20171200,M,IVOIRIENNE,F2,PASSABLE,NON,29,27.0,2017
20171201,M,IVOIRIENNE,C,PASSABLE,NON,16,21.0,2017
20171202,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,6,22.0,2017
20171203,M,IVOIRIENNE,C,PASSABLE,NON,4,21.0,2017
20171204,M,IVOIRIENNE,F2,PASSABLE,NON,3,24.0,2017
20171205,M,IVOIRIENNE,D,BIEN,OUI,3,24.0,2017
20171206,M,IVOIRIENNE,D,BIEN,NON,1,24.0,2017
20171207,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,12,21.0,2017
20171208,M,IVOIRIENNE,D,PASSABLE,NON,3,20.0,2017
20171209,F,IVOIRIENNE,G2,PASSABLE,NON,6,23.0,2017
20171210,M,IVOIRIENNE,D,PASSABLE,NON,18,21.0,2017
20171211,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,20.0,2017
20171212,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,22.0,2017
20171213,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,11,21.0,2017
20171214,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,24,20.0,2017
20171215,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,21.0,2017
20171216,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,13,23.0,2017
20171217,M,IVOIRIENNE,S,ASSEZ-BIEN,NON,10,21.0,2017
20171218,M,IVOIRIENNE,F1,PASSABLE,NON,17,22.0,2017
20171219,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,21.0,2017
20171220,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,21.0,2017
20171221,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2017
20171222,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,7,23.0,2017
20171223,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,24.0,2017
20171224,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,21.0,2017
20171225,M,IVOIRIENNE,BT ELECTRONIQUE,ASSEZ-BIEN,NON,6,22.0,2017
20171226,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,2,21.0,2017
20171227,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,1,22.0,2017
20171228,F,IVOIRIENNE,C,PASSABLE,OUI,4,22.0,2017
